protein1,protein2,combined_score
9606.ENSP00000244050,9606.ENSP00000311032,734
9606.ENSP00000244050,9606.ENSP00000269305,992
9606.ENSP00000244217,9606.ENSP00000356953,740
9606.ENSP00000244217,9606.ENSP00000356972,711
9606.ENSP00000244217,9606.ENSP00000315774,769
9606.ENSP00000244217,9606.ENSP00000364699,709
9606.ENSP00000244230,9606.ENSP00000272317,899
9606.ENSP00000244289,9606.ENSP00000309591,989
9606.ENSP00000244289,9606.ENSP00000366488,989
9606.ENSP00000244289,9606.ENSP00000359719,989
9606.ENSP00000244527,9606.ENSP00000387549,802
9606.ENSP00000244537,9606.ENSP00000266000,994
9606.ENSP00000244537,9606.ENSP00000388107,935
9606.ENSP00000244537,9606.ENSP00000478771,934
9606.ENSP00000244537,9606.ENSP00000269305,947
9606.ENSP00000244537,9606.ENSP00000272317,967
9606.ENSP00000244537,9606.ENSP00000441543,935
9606.ENSP00000244623,9606.ENSP00000334051,701
9606.ENSP00000244763,9606.ENSP00000216037,828
9606.ENSP00000245046,9606.ENSP00000338348,907
9606.ENSP00000245121,9606.ENSP00000261712,953
9606.ENSP00000245121,9606.ENSP00000223321,817
9606.ENSP00000245121,9606.ENSP00000357876,908
9606.ENSP00000245121,9606.ENSP00000418695,940
9606.ENSP00000245121,9606.ENSP00000478877,710
9606.ENSP00000245121,9606.ENSP00000396937,956
9606.ENSP00000245121,9606.ENSP00000348442,894
9606.ENSP00000245121,9606.ENSP00000310129,904
9606.ENSP00000245121,9606.ENSP00000309474,857
9606.ENSP00000245121,9606.ENSP00000215071,927
9606.ENSP00000245206,9606.ENSP00000364699,868
9606.ENSP00000245206,9606.ENSP00000356972,802
9606.ENSP00000245206,9606.ENSP00000370571,942
9606.ENSP00000245206,9606.ENSP00000264932,981
9606.ENSP00000245206,9606.ENSP00000364649,912
9606.ENSP00000245206,9606.ENSP00000356953,891
9606.ENSP00000245206,9606.ENSP00000203407,718
9606.ENSP00000245457,9606.ENSP00000360141,986
9606.ENSP00000245457,9606.ENSP00000312999,910
9606.ENSP00000245457,9606.ENSP00000497260,909
9606.ENSP00000245457,9606.ENSP00000358867,909
9606.ENSP00000245479,9606.ENSP00000366488,929
9606.ENSP00000245479,9606.ENSP00000309591,930
9606.ENSP00000245479,9606.ENSP00000359719,930
9606.ENSP00000245539,9606.ENSP00000388107,935
9606.ENSP00000245539,9606.ENSP00000349142,758
9606.ENSP00000245539,9606.ENSP00000381736,802
9606.ENSP00000245539,9606.ENSP00000272317,923
9606.ENSP00000245539,9606.ENSP00000256383,858
9606.ENSP00000245816,9606.ENSP00000246957,725
9606.ENSP00000245816,9606.ENSP00000233627,801
9606.ENSP00000245816,9606.ENSP00000315774,814
9606.ENSP00000245816,9606.ENSP00000497587,713
9606.ENSP00000245816,9606.ENSP00000364649,837
9606.ENSP00000245816,9606.ENSP00000264932,785
9606.ENSP00000245919,9606.ENSP00000239223,864
9606.ENSP00000245919,9606.ENSP00000380252,701
9606.ENSP00000245919,9606.ENSP00000378974,945
9606.ENSP00000245919,9606.ENSP00000394560,938
9606.ENSP00000245932,9606.ENSP00000366488,951
9606.ENSP00000245932,9606.ENSP00000309591,955
9606.ENSP00000245932,9606.ENSP00000359719,951
9606.ENSP00000246115,9606.ENSP00000312999,912
9606.ENSP00000246115,9606.ENSP00000497260,909
9606.ENSP00000246115,9606.ENSP00000358867,909
9606.ENSP00000246186,9606.ENSP00000358867,903
9606.ENSP00000246186,9606.ENSP00000312999,903
9606.ENSP00000246186,9606.ENSP00000497260,903
9606.ENSP00000246548,9606.ENSP00000441543,855
9606.ENSP00000246551,9606.ENSP00000244007,921
9606.ENSP00000246657,9606.ENSP00000312999,706
9606.ENSP00000246657,9606.ENSP00000497260,703
9606.ENSP00000246747,9606.ENSP00000341289,706
9606.ENSP00000246747,9606.ENSP00000264071,705
9606.ENSP00000246747,9606.ENSP00000259818,704
9606.ENSP00000246747,9606.ENSP00000369703,803
9606.ENSP00000246802,9606.ENSP00000269305,702
9606.ENSP00000246802,9606.ENSP00000388107,846
9606.ENSP00000246868,9606.ENSP00000388107,934
9606.ENSP00000246957,9606.ENSP00000340019,754
9606.ENSP00000246957,9606.ENSP00000225174,766
9606.ENSP00000246957,9606.ENSP00000216479,877
9606.ENSP00000246957,9606.ENSP00000364649,953
9606.ENSP00000246957,9606.ENSP00000302961,730
9606.ENSP00000246957,9606.ENSP00000233893,828
9606.ENSP00000246957,9606.ENSP00000264932,780
9606.ENSP00000246957,9606.ENSP00000307786,940
9606.ENSP00000246957,9606.ENSP00000294053,767
9606.ENSP00000246957,9606.ENSP00000222005,752
9606.ENSP00000246957,9606.ENSP00000297185,793
9606.ENSP00000246957,9606.ENSP00000245816,725
9606.ENSP00000246957,9606.ENSP00000353826,708
9606.ENSP00000246957,9606.ENSP00000254322,704
9606.ENSP00000246957,9606.ENSP00000482075,841
9606.ENSP00000246957,9606.ENSP00000379032,760
9606.ENSP00000246957,9606.ENSP00000364204,817
9606.ENSP00000246957,9606.ENSP00000367446,782
9606.ENSP00000246957,9606.ENSP00000221494,707
9606.ENSP00000246957,9606.ENSP00000363398,722
9606.ENSP00000246957,9606.ENSP00000324173,787
9606.ENSP00000246957,9606.ENSP00000220562,720
9606.ENSP00000246957,9606.ENSP00000351646,914
9606.ENSP00000247219,9606.ENSP00000388107,726
9606.ENSP00000247219,9606.ENSP00000216037,914
9606.ENSP00000247461,9606.ENSP00000378487,863
9606.ENSP00000247461,9606.ENSP00000216037,890
9606.ENSP00000247461,9606.ENSP00000306253,843
9606.ENSP00000247461,9606.ENSP00000451261,832
9606.ENSP00000247461,9606.ENSP00000356919,863
9606.ENSP00000247461,9606.ENSP00000324173,998
9606.ENSP00000247461,9606.ENSP00000363435,893
9606.ENSP00000247461,9606.ENSP00000401445,726
9606.ENSP00000247665,9606.ENSP00000233627,721
9606.ENSP00000247665,9606.ENSP00000423673,773
9606.ENSP00000247668,9606.ENSP00000388107,717
9606.ENSP00000247668,9606.ENSP00000258080,866
9606.ENSP00000247668,9606.ENSP00000355865,793
9606.ENSP00000247668,9606.ENSP00000401445,999
9606.ENSP00000247668,9606.ENSP00000272317,850
9606.ENSP00000247668,9606.ENSP00000394560,713
9606.ENSP00000247668,9606.ENSP00000441543,814
9606.ENSP00000247668,9606.ENSP00000351908,999
9606.ENSP00000247668,9606.ENSP00000378974,771
9606.ENSP00000247970,9606.ENSP00000269305,946
9606.ENSP00000247970,9606.ENSP00000340820,716
9606.ENSP00000247986,9606.ENSP00000414982,730
9606.ENSP00000248076,9606.ENSP00000360141,900
9606.ENSP00000248114,9606.ENSP00000307786,781
9606.ENSP00000248121,9606.ENSP00000270349,944
9606.ENSP00000248150,9606.ENSP00000354859,713
9606.ENSP00000248150,9606.ENSP00000334051,980
9606.ENSP00000248150,9606.ENSP00000497260,822
9606.ENSP00000248150,9606.ENSP00000312999,762
9606.ENSP00000248150,9606.ENSP00000360141,971
9606.ENSP00000248150,9606.ENSP00000358867,788
9606.ENSP00000248150,9606.ENSP00000419361,720
9606.ENSP00000248342,9606.ENSP00000272317,963
9606.ENSP00000248342,9606.ENSP00000256383,982
9606.ENSP00000248437,9606.ENSP00000298585,750
9606.ENSP00000248437,9606.ENSP00000339001,994
9606.ENSP00000248437,9606.ENSP00000327191,746
9606.ENSP00000248437,9606.ENSP00000497174,742
9606.ENSP00000248437,9606.ENSP00000369703,995
9606.ENSP00000248437,9606.ENSP00000380308,757
9606.ENSP00000248437,9606.ENSP00000482552,762
9606.ENSP00000248437,9606.ENSP00000320295,993
9606.ENSP00000248437,9606.ENSP00000300093,886
9606.ENSP00000248437,9606.ENSP00000456206,963
9606.ENSP00000248437,9606.ENSP00000282561,930
9606.ENSP00000248437,9606.ENSP00000494750,825
9606.ENSP00000248437,9606.ENSP00000273130,739
9606.ENSP00000248437,9606.ENSP00000439020,947
9606.ENSP00000248437,9606.ENSP00000340820,981
9606.ENSP00000248437,9606.ENSP00000359300,718
9606.ENSP00000248437,9606.ENSP00000356989,758
9606.ENSP00000248437,9606.ENSP00000225655,747
9606.ENSP00000248437,9606.ENSP00000369614,750
9606.ENSP00000248437,9606.ENSP00000258198,709
9606.ENSP00000248437,9606.ENSP00000443475,778
9606.ENSP00000248437,9606.ENSP00000497733,931
9606.ENSP00000248437,9606.ENSP00000348416,911
9606.ENSP00000248437,9606.ENSP00000496713,755
9606.ENSP00000248437,9606.ENSP00000306362,868
9606.ENSP00000248437,9606.ENSP00000495530,702
9606.ENSP00000248437,9606.ENSP00000318697,969
9606.ENSP00000248437,9606.ENSP00000263780,705
9606.ENSP00000248437,9606.ENSP00000216341,908
9606.ENSP00000248437,9606.ENSP00000326042,888
9606.ENSP00000248437,9606.ENSP00000354837,906
9606.ENSP00000248437,9606.ENSP00000295688,710
9606.ENSP00000248437,9606.ENSP00000317334,761
9606.ENSP00000248437,9606.ENSP00000348965,805
9606.ENSP00000248437,9606.ENSP00000368022,737
9606.ENSP00000248437,9606.ENSP00000221855,808
9606.ENSP00000248437,9606.ENSP00000320130,745
9606.ENSP00000248437,9606.ENSP00000217133,964
9606.ENSP00000248437,9606.ENSP00000323264,900
9606.ENSP00000248437,9606.ENSP00000377958,704
9606.ENSP00000248437,9606.ENSP00000341289,991
9606.ENSP00000248437,9606.ENSP00000264071,983
9606.ENSP00000248437,9606.ENSP00000259818,968
9606.ENSP00000248437,9606.ENSP00000310593,722
9606.ENSP00000248553,9606.ENSP00000307786,993
9606.ENSP00000248553,9606.ENSP00000269305,955
9606.ENSP00000248553,9606.ENSP00000266000,964
9606.ENSP00000248553,9606.ENSP00000340820,707
9606.ENSP00000248553,9606.ENSP00000500990,853
9606.ENSP00000248553,9606.ENSP00000478771,772
9606.ENSP00000248553,9606.ENSP00000311032,867
9606.ENSP00000248553,9606.ENSP00000448165,775
9606.ENSP00000248553,9606.ENSP00000324173,801
9606.ENSP00000248553,9606.ENSP00000330237,742
9606.ENSP00000248564,9606.ENSP00000419361,713
9606.ENSP00000248564,9606.ENSP00000358867,885
9606.ENSP00000248564,9606.ENSP00000497260,848
9606.ENSP00000248564,9606.ENSP00000312999,822
9606.ENSP00000248564,9606.ENSP00000360141,950
9606.ENSP00000248564,9606.ENSP00000334051,798
9606.ENSP00000248572,9606.ENSP00000358867,806
9606.ENSP00000248572,9606.ENSP00000334051,816
9606.ENSP00000248572,9606.ENSP00000312999,812
9606.ENSP00000248572,9606.ENSP00000360141,971
9606.ENSP00000248572,9606.ENSP00000497260,984
9606.ENSP00000248958,9606.ENSP00000324173,804
9606.ENSP00000248975,9606.ENSP00000298910,794
9606.ENSP00000248975,9606.ENSP00000500990,821
9606.ENSP00000249071,9606.ENSP00000378974,953
9606.ENSP00000249071,9606.ENSP00000394560,928
9606.ENSP00000249269,9606.ENSP00000358737,790
9606.ENSP00000249269,9606.ENSP00000266544,927
9606.ENSP00000249269,9606.ENSP00000417142,927
9606.ENSP00000249269,9606.ENSP00000215375,831
9606.ENSP00000249269,9606.ENSP00000299166,812
9606.ENSP00000249269,9606.ENSP00000287490,903
9606.ENSP00000249269,9606.ENSP00000482543,895
9606.ENSP00000249269,9606.ENSP00000274137,892
9606.ENSP00000249269,9606.ENSP00000264932,837
9606.ENSP00000249269,9606.ENSP00000364649,850
9606.ENSP00000249269,9606.ENSP00000430494,990
9606.ENSP00000249269,9606.ENSP00000349142,866
9606.ENSP00000249269,9606.ENSP00000330737,791
9606.ENSP00000249269,9606.ENSP00000485401,856
9606.ENSP00000249269,9606.ENSP00000259037,771
9606.ENSP00000249269,9606.ENSP00000423673,763
9606.ENSP00000249269,9606.ENSP00000367939,977
9606.ENSP00000249269,9606.ENSP00000262030,845
9606.ENSP00000249269,9606.ENSP00000467266,760
9606.ENSP00000249269,9606.ENSP00000392709,963
9606.ENSP00000249269,9606.ENSP00000458770,773
9606.ENSP00000249269,9606.ENSP00000327268,957
9606.ENSP00000249269,9606.ENSP00000317780,985
9606.ENSP00000249269,9606.ENSP00000233627,822
9606.ENSP00000249269,9606.ENSP00000292907,813
9606.ENSP00000249269,9606.ENSP00000425759,898
9606.ENSP00000249269,9606.ENSP00000252711,919
9606.ENSP00000249269,9606.ENSP00000315774,973
9606.ENSP00000249269,9606.ENSP00000466818,770
9606.ENSP00000249269,9606.ENSP00000362873,924
9606.ENSP00000249269,9606.ENSP00000252102,898
9606.ENSP00000249269,9606.ENSP00000332887,981
9606.ENSP00000249269,9606.ENSP00000356972,942
9606.ENSP00000249269,9606.ENSP00000467262,936
9606.ENSP00000249269,9606.ENSP00000268668,874
9606.ENSP00000249269,9606.ENSP00000309565,861
9606.ENSP00000249269,9606.ENSP00000306397,985
9606.ENSP00000249269,9606.ENSP00000263774,925
9606.ENSP00000249269,9606.ENSP00000497587,967
9606.ENSP00000249269,9606.ENSP00000381736,925
9606.ENSP00000249269,9606.ENSP00000258424,971
9606.ENSP00000249269,9606.ENSP00000276689,886
9606.ENSP00000249269,9606.ENSP00000229379,888
9606.ENSP00000249269,9606.ENSP00000215565,858
9606.ENSP00000249269,9606.ENSP00000365243,887
9606.ENSP00000249269,9606.ENSP00000268379,998
9606.ENSP00000249269,9606.ENSP00000317159,995
9606.ENSP00000249269,9606.ENSP00000457513,913
9606.ENSP00000249269,9606.ENSP00000296684,955
9606.ENSP00000249269,9606.ENSP00000429707,729
9606.ENSP00000249269,9606.ENSP00000301587,716
9606.ENSP00000249356,9606.ENSP00000401445,738
9606.ENSP00000249356,9606.ENSP00000216037,952
9606.ENSP00000249356,9606.ENSP00000356919,724
9606.ENSP00000249356,9606.ENSP00000324173,985
9606.ENSP00000249373,9606.ENSP00000359719,965
9606.ENSP00000249373,9606.ENSP00000366488,965
9606.ENSP00000249373,9606.ENSP00000309591,965
9606.ENSP00000249373,9606.ENSP00000497260,969
9606.ENSP00000249396,9606.ENSP00000269305,768
9606.ENSP00000249442,9606.ENSP00000361635,715
9606.ENSP00000249806,9606.ENSP00000419081,733
9606.ENSP00000250003,9606.ENSP00000269305,797
9606.ENSP00000250018,9606.ENSP00000367309,756
9606.ENSP00000250018,9606.ENSP00000340684,729
9606.ENSP00000250024,9606.ENSP00000269305,765
9606.ENSP00000250101,9606.ENSP00000363641,847
9606.ENSP00000250405,9606.ENSP00000293288,930
9606.ENSP00000250405,9606.ENSP00000330237,864
9606.ENSP00000250405,9606.ENSP00000448165,770
9606.ENSP00000250405,9606.ENSP00000269305,718
9606.ENSP00000250405,9606.ENSP00000307786,797
9606.ENSP00000250405,9606.ENSP00000311032,749
9606.ENSP00000250405,9606.ENSP00000365230,933
9606.ENSP00000250416,9606.ENSP00000311032,927
9606.ENSP00000250416,9606.ENSP00000330237,917
9606.ENSP00000250448,9606.ENSP00000269305,735
9606.ENSP00000250457,9606.ENSP00000336790,776
9606.ENSP00000250495,9606.ENSP00000264639,734
9606.ENSP00000250495,9606.ENSP00000223321,828
9606.ENSP00000250495,9606.ENSP00000357876,932
9606.ENSP00000250495,9606.ENSP00000359910,882
9606.ENSP00000250495,9606.ENSP00000478771,960
9606.ENSP00000250495,9606.ENSP00000388107,983
9606.ENSP00000250495,9606.ENSP00000261712,736
9606.ENSP00000250495,9606.ENSP00000157812,704
9606.ENSP00000250495,9606.ENSP00000481029,708
9606.ENSP00000250495,9606.ENSP00000270586,918
9606.ENSP00000250495,9606.ENSP00000269305,808
9606.ENSP00000250495,9606.ENSP00000355865,718
9606.ENSP00000250495,9606.ENSP00000414359,784
9606.ENSP00000250495,9606.ENSP00000338413,947
9606.ENSP00000250495,9606.ENSP00000355325,726
9606.ENSP00000250495,9606.ENSP00000418695,750
9606.ENSP00000250495,9606.ENSP00000310129,782
9606.ENSP00000250495,9606.ENSP00000044462,765
9606.ENSP00000250495,9606.ENSP00000271308,800
9606.ENSP00000250495,9606.ENSP00000261479,884
9606.ENSP00000250495,9606.ENSP00000396937,727
9606.ENSP00000250495,9606.ENSP00000348442,749
9606.ENSP00000250495,9606.ENSP00000272317,979
9606.ENSP00000250495,9606.ENSP00000219313,787
9606.ENSP00000250495,9606.ENSP00000216455,836
9606.ENSP00000250495,9606.ENSP00000215071,763
9606.ENSP00000250495,9606.ENSP00000441543,950
9606.ENSP00000250495,9606.ENSP00000483688,797
9606.ENSP00000250495,9606.ENSP00000362334,732
9606.ENSP00000250495,9606.ENSP00000481021,706
9606.ENSP00000250495,9606.ENSP00000261303,710
9606.ENSP00000250495,9606.ENSP00000386541,957
9606.ENSP00000250495,9606.ENSP00000309474,704
9606.ENSP00000250498,9606.ENSP00000351908,755
9606.ENSP00000250559,9606.ENSP00000359719,944
9606.ENSP00000250559,9606.ENSP00000500386,906
9606.ENSP00000250559,9606.ENSP00000366488,943
9606.ENSP00000250559,9606.ENSP00000309591,943
9606.ENSP00000250559,9606.ENSP00000378974,920
9606.ENSP00000250559,9606.ENSP00000379098,900
9606.ENSP00000250559,9606.ENSP00000394560,915
9606.ENSP00000250615,9606.ENSP00000340684,943
9606.ENSP00000250615,9606.ENSP00000367309,937
9606.ENSP00000250784,9606.ENSP00000272317,995
9606.ENSP00000250784,9606.ENSP00000256383,888
9606.ENSP00000250784,9606.ENSP00000388107,996
9606.ENSP00000250896,9606.ENSP00000336790,910
9606.ENSP00000251038,9606.ENSP00000340820,709
9606.ENSP00000251102,9606.ENSP00000419081,961
9606.ENSP00000251102,9606.ENSP00000499797,908
9606.ENSP00000251102,9606.ENSP00000304643,961
9606.ENSP00000251102,9606.ENSP00000315299,961
9606.ENSP00000251102,9606.ENSP00000369689,961
9606.ENSP00000251102,9606.ENSP00000291295,996
9606.ENSP00000251127,9606.ENSP00000499797,928
9606.ENSP00000251127,9606.ENSP00000291295,940
9606.ENSP00000251337,9606.ENSP00000358867,727
9606.ENSP00000251413,9606.ENSP00000215071,730
9606.ENSP00000251595,9606.ENSP00000272317,907
9606.ENSP00000251636,9606.ENSP00000272317,744
9606.ENSP00000251810,9606.ENSP00000363641,811
9606.ENSP00000251810,9606.ENSP00000269305,992
9606.ENSP00000251810,9606.ENSP00000281456,840
9606.ENSP00000251871,9606.ENSP00000269305,914
9606.ENSP00000251968,9606.ENSP00000269305,701
9606.ENSP00000251968,9606.ENSP00000478771,989
9606.ENSP00000251968,9606.ENSP00000388107,976
9606.ENSP00000251968,9606.ENSP00000441543,998
9606.ENSP00000251968,9606.ENSP00000272317,996
9606.ENSP00000252037,9606.ENSP00000225174,750
9606.ENSP00000252050,9606.ENSP00000269305,971
9606.ENSP00000252050,9606.ENSP00000400906,708
9606.ENSP00000252102,9606.ENSP00000425759,992
9606.ENSP00000252102,9606.ENSP00000355623,721
9606.ENSP00000252102,9606.ENSP00000322649,748
9606.ENSP00000252102,9606.ENSP00000457733,751
9606.ENSP00000252102,9606.ENSP00000184266,999
9606.ENSP00000252102,9606.ENSP00000292907,901
9606.ENSP00000252102,9606.ENSP00000233627,999
9606.ENSP00000252102,9606.ENSP00000483888,999
9606.ENSP00000252102,9606.ENSP00000359098,903
9606.ENSP00000252102,9606.ENSP00000364699,985
9606.ENSP00000252102,9606.ENSP00000470539,788
9606.ENSP00000252102,9606.ENSP00000315774,999
9606.ENSP00000252102,9606.ENSP00000252711,999
9606.ENSP00000252102,9606.ENSP00000358272,952
9606.ENSP00000252102,9606.ENSP00000369176,999
9606.ENSP00000252102,9606.ENSP00000467262,994
9606.ENSP00000252102,9606.ENSP00000332887,999
9606.ENSP00000252102,9606.ENSP00000356972,999
9606.ENSP00000252102,9606.ENSP00000362058,999
9606.ENSP00000252102,9606.ENSP00000354982,911
9606.ENSP00000252102,9606.ENSP00000263368,782
9606.ENSP00000252102,9606.ENSP00000265052,917
9606.ENSP00000252102,9606.ENSP00000497305,920
9606.ENSP00000252102,9606.ENSP00000466818,982
9606.ENSP00000252102,9606.ENSP00000362873,999
9606.ENSP00000252102,9606.ENSP00000452549,893
9606.ENSP00000252102,9606.ENSP00000346196,999
9606.ENSP00000252102,9606.ENSP00000263578,930
9606.ENSP00000252102,9606.ENSP00000268668,999
9606.ENSP00000252102,9606.ENSP00000309565,996
9606.ENSP00000252102,9606.ENSP00000306397,998
9606.ENSP00000252102,9606.ENSP00000355046,999
9606.ENSP00000252102,9606.ENSP00000338641,861
9606.ENSP00000252102,9606.ENSP00000258424,994
9606.ENSP00000252102,9606.ENSP00000418438,999
9606.ENSP00000252102,9606.ENSP00000276689,999
9606.ENSP00000252102,9606.ENSP00000392985,779
9606.ENSP00000252102,9606.ENSP00000354728,998
9606.ENSP00000252102,9606.ENSP00000249269,898
9606.ENSP00000252102,9606.ENSP00000497587,999
9606.ENSP00000252102,9606.ENSP00000354687,999
9606.ENSP00000252102,9606.ENSP00000263774,999
9606.ENSP00000252102,9606.ENSP00000457513,981
9606.ENSP00000252102,9606.ENSP00000317159,994
9606.ENSP00000252102,9606.ENSP00000268379,974
9606.ENSP00000252102,9606.ENSP00000229379,782
9606.ENSP00000252102,9606.ENSP00000389160,999
9606.ENSP00000252102,9606.ENSP00000215565,999
9606.ENSP00000252102,9606.ENSP00000360492,999
9606.ENSP00000252102,9606.ENSP00000458762,777
9606.ENSP00000252102,9606.ENSP00000301587,978
9606.ENSP00000252102,9606.ENSP00000301457,999
9606.ENSP00000252102,9606.ENSP00000354876,813
9606.ENSP00000252102,9606.ENSP00000379430,824
9606.ENSP00000252102,9606.ENSP00000323076,953
9606.ENSP00000252102,9606.ENSP00000429707,955
9606.ENSP00000252102,9606.ENSP00000296684,999
9606.ENSP00000252102,9606.ENSP00000300688,844
9606.ENSP00000252102,9606.ENSP00000417142,999
9606.ENSP00000252102,9606.ENSP00000266544,999
9606.ENSP00000252102,9606.ENSP00000354813,999
9606.ENSP00000252102,9606.ENSP00000498656,861
9606.ENSP00000252102,9606.ENSP00000364649,958
9606.ENSP00000252102,9606.ENSP00000482543,999
9606.ENSP00000252102,9606.ENSP00000274137,999
9606.ENSP00000252102,9606.ENSP00000264932,856
9606.ENSP00000252102,9606.ENSP00000287490,944
9606.ENSP00000252102,9606.ENSP00000360782,907
9606.ENSP00000252102,9606.ENSP00000276062,999
9606.ENSP00000252102,9606.ENSP00000377411,741
9606.ENSP00000252102,9606.ENSP00000478766,956
9606.ENSP00000252102,9606.ENSP00000292475,894
9606.ENSP00000252102,9606.ENSP00000299166,999
9606.ENSP00000252102,9606.ENSP00000261584,938
9606.ENSP00000252102,9606.ENSP00000312618,745
9606.ENSP00000252102,9606.ENSP00000430494,997
9606.ENSP00000252102,9606.ENSP00000203407,992
9606.ENSP00000252102,9606.ENSP00000330737,999
9606.ENSP00000252102,9606.ENSP00000349142,753
9606.ENSP00000252102,9606.ENSP00000419087,999
9606.ENSP00000252102,9606.ENSP00000243997,851
9606.ENSP00000252102,9606.ENSP00000361355,777
9606.ENSP00000252102,9606.ENSP00000356953,908
9606.ENSP00000252102,9606.ENSP00000296597,984
9606.ENSP00000252102,9606.ENSP00000281031,999
9606.ENSP00000252102,9606.ENSP00000423673,999
9606.ENSP00000252102,9606.ENSP00000259037,999
9606.ENSP00000252102,9606.ENSP00000355206,999
9606.ENSP00000252102,9606.ENSP00000339720,999
9606.ENSP00000252102,9606.ENSP00000354961,999
9606.ENSP00000252102,9606.ENSP00000485401,974
9606.ENSP00000252102,9606.ENSP00000354665,993
9606.ENSP00000252102,9606.ENSP00000498408,861
9606.ENSP00000252102,9606.ENSP00000351214,840
9606.ENSP00000252102,9606.ENSP00000356256,705
9606.ENSP00000252102,9606.ENSP00000362160,757
9606.ENSP00000252102,9606.ENSP00000497474,949
9606.ENSP00000252102,9606.ENSP00000367346,870
9606.ENSP00000252102,9606.ENSP00000367939,998
9606.ENSP00000252102,9606.ENSP00000354499,873
9606.ENSP00000252102,9606.ENSP00000260361,983
9606.ENSP00000252102,9606.ENSP00000317780,972
9606.ENSP00000252102,9606.ENSP00000392709,999
9606.ENSP00000252102,9606.ENSP00000301454,752
9606.ENSP00000252102,9606.ENSP00000458770,999
9606.ENSP00000252102,9606.ENSP00000327268,999
9606.ENSP00000252102,9606.ENSP00000306003,750
9606.ENSP00000252102,9606.ENSP00000467266,764
9606.ENSP00000252102,9606.ENSP00000407336,999
9606.ENSP00000252102,9606.ENSP00000354554,925
9606.ENSP00000252102,9606.ENSP00000441126,999
9606.ENSP00000252242,9606.ENSP00000269305,737
9606.ENSP00000252456,9606.ENSP00000304643,942
9606.ENSP00000252456,9606.ENSP00000315299,947
9606.ENSP00000252456,9606.ENSP00000369689,947
9606.ENSP00000252456,9606.ENSP00000291295,948
9606.ENSP00000252456,9606.ENSP00000419081,942
9606.ENSP00000252486,9606.ENSP00000340820,991
9606.ENSP00000252486,9606.ENSP00000500990,996
9606.ENSP00000252486,9606.ENSP00000378487,761
9606.ENSP00000252506,9606.ENSP00000269305,937
9606.ENSP00000252602,9606.ENSP00000394560,792
9606.ENSP00000252602,9606.ENSP00000378974,796
9606.ENSP00000252602,9606.ENSP00000458770,942
9606.ENSP00000252711,9606.ENSP00000407336,999
9606.ENSP00000252711,9606.ENSP00000354554,893
9606.ENSP00000252711,9606.ENSP00000392709,999
9606.ENSP00000252711,9606.ENSP00000458770,999
9606.ENSP00000252711,9606.ENSP00000327268,999
9606.ENSP00000252711,9606.ENSP00000351737,779
9606.ENSP00000252711,9606.ENSP00000260361,985
9606.ENSP00000252711,9606.ENSP00000317780,981
9606.ENSP00000252711,9606.ENSP00000441126,998
9606.ENSP00000252711,9606.ENSP00000355206,999
9606.ENSP00000252711,9606.ENSP00000339720,988
9606.ENSP00000252711,9606.ENSP00000354961,999
9606.ENSP00000252711,9606.ENSP00000281031,999
9606.ENSP00000252711,9606.ENSP00000423673,999
9606.ENSP00000252711,9606.ENSP00000259037,999
9606.ENSP00000252711,9606.ENSP00000377446,836
9606.ENSP00000252711,9606.ENSP00000296597,914
9606.ENSP00000252711,9606.ENSP00000367939,953
9606.ENSP00000252711,9606.ENSP00000354499,909
9606.ENSP00000252711,9606.ENSP00000367346,800
9606.ENSP00000252711,9606.ENSP00000497474,912
9606.ENSP00000252711,9606.ENSP00000262030,938
9606.ENSP00000252711,9606.ENSP00000354665,997
9606.ENSP00000252711,9606.ENSP00000430494,956
9606.ENSP00000252711,9606.ENSP00000312618,744
9606.ENSP00000252711,9606.ENSP00000261584,949
9606.ENSP00000252711,9606.ENSP00000349142,919
9606.ENSP00000252711,9606.ENSP00000419087,999
9606.ENSP00000252711,9606.ENSP00000330737,999
9606.ENSP00000252711,9606.ENSP00000203407,996
9606.ENSP00000252711,9606.ENSP00000354813,997
9606.ENSP00000252711,9606.ENSP00000266544,999
9606.ENSP00000252711,9606.ENSP00000417142,999
9606.ENSP00000252711,9606.ENSP00000215375,867
9606.ENSP00000252711,9606.ENSP00000322439,898
9606.ENSP00000252711,9606.ENSP00000478766,917
9606.ENSP00000252711,9606.ENSP00000299166,999
9606.ENSP00000252711,9606.ENSP00000482543,999
9606.ENSP00000252711,9606.ENSP00000264932,793
9606.ENSP00000252711,9606.ENSP00000274137,999
9606.ENSP00000252711,9606.ENSP00000287490,923
9606.ENSP00000252711,9606.ENSP00000276062,999
9606.ENSP00000252711,9606.ENSP00000360492,999
9606.ENSP00000252711,9606.ENSP00000215565,999
9606.ENSP00000252711,9606.ENSP00000389160,999
9606.ENSP00000252711,9606.ENSP00000216254,747
9606.ENSP00000252711,9606.ENSP00000365243,859
9606.ENSP00000252711,9606.ENSP00000002125,721
9606.ENSP00000252711,9606.ENSP00000317159,980
9606.ENSP00000252711,9606.ENSP00000268379,986
9606.ENSP00000252711,9606.ENSP00000457513,979
9606.ENSP00000252711,9606.ENSP00000296684,999
9606.ENSP00000252711,9606.ENSP00000379430,814
9606.ENSP00000252711,9606.ENSP00000323076,896
9606.ENSP00000252711,9606.ENSP00000369134,715
